P2520888,1,P2520888,1
P2365730,1,P2365730,1
P2520738,1,P2520738,1
P2468964,1,P2468964,1
P2347582,1,P2347582,1
P2345844,1,P2345844,1
P2469244,1,P2469244,1
P2363472,1,P2363472,1
P2475218,1,P2475218,1
P2532840,1,P2532840,1
P2520448,1,P2520448,1
P2365740,1,P2365740,1
P2347542,1,P2347542,1
P2363562,1,P2363562,1
P2466874,1,P2466874,1
P2516968,1,P2516968,1
P2532810,1,P2532810,1
P2514808,1,P2514808,1
P2403890,1,P2403890,1
P2384930,1,P2384930,1
P2347592,1,P2347592,1
P2516908,1,P2516908,1
P2504998,1,P2504998,1
P2520428,1,P2520428,1
P2520328,1,P2520328,1
P2466864,1,P2466864,1
P2517358,1,P2517358,1
P2466454,1,P2466454,1
P2516198,1,P2516198,1
P2532820,1,P2532820,1
P2508768,1,P2508768,1
P2513378,1,P2513378,1
P2424322,1,P2424322,1
P2517568,1,P2517568,1
P2421942,1,P2421942,1
P2482242,1,P2482242,1
P2520438,1,P2520438,1
P2520418,1,P2520418,1
P2513358,1,P2513358,1
P2466764,1,P2466764,1
P2517548,1,P2517548,1
P2482262,1,P2482262,1
P2349112,1,P2349112,1
P2520518,1,P2520518,1
P2520338,1,P2520338,1
P2517538,1,P2517538,1
P2385122,1,P2385122,1
P2517558,1,P2517558,1
P2506008,1,P2506008,1
P2516788,1,P2516788,1
P2345834,1,P2345834,1
P2517378,1,P2517378,1
P2532660,1,P2532660,1
P2363552,1,P2363552,1
P2533240,1,P2533240,1
P2517258,1,P2517258,1
P2466444,1,P2466444,1
P2517578,1,P2517578,1
P2363572,1,P2363572,1
P2477188,1,P2477188,1
P2363730,1,P2363730,1
P2482252,1,P2482252,1
P2517388,1,P2517388,1
P2477618,1,P2477618,1
P2366084,1,P2366084,1
P2347552,1,P2347552,1
P2424332,1,P2424332,1
P2516878,1,P2516878,1
P2403880,1,P2403880,1
P2347612,1,P2347612,1
