IBIST_ACIOLB_ddr_5555_mode0_0106j_list,cwma_pre_vrevQ0_P_010606_j_N_B2_619b_j_f_t_0_h_0_f2_iosbft_0_x
IBIST_ACIOLB_ddr_5555_mode0_0106n_list,cwma_pre_vrevQ0_P_010606_n_N_B2_619b_j_f_t_0_h_0_f2_iosbft_0_x
IBIST_ACIOLB_ddr_5555_mode1_0106j_list,cwma_pre_vrevQ0_P_010606_j_N_B2_619b_j_f_t_0_h_1_f2_iosbft_0_x
IBIST_ACIOLB_ddr_5555_mode1_0106n_list,cwma_pre_vrevQ0_P_010606_n_N_B2_619b_j_f_t_0_h_1_f2_iosbft_0_x
IBIST_ddr_full_receiver_5555_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_5555_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_5555_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_5555_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_AAAA_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_AAAA_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_AAAA_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_AAAA_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_all0_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_all0_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_all0_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_all0_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_all1_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_all1_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_receiver_all1_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_receiver_all1_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_5555_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_5555_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_5555_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_5555_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_AAAA_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_AAAA_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_AAAA_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_AAAA_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all0_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all0_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all0_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all0_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all1_mode0_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all1_mode0_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_0_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all1_mode1_0106b_list,cwma_pre_vrevQ0_P_010606_b_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IBIST_ddr_full_transmitter_WA_all1_mode1_0106d_list,cwma_pre_vrevQ0_P_010606_d_N_B2_619b_j_f_x_0_h_1_f2_reg_0_x
IDV_00_0106c_list,cwma_pre_vrevQ0_P_010606_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
IDV_00_0110c_list,cwma_pre_vrevQ0_P_011010_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
IDV_01_0106c_list,cwma_pre_vrevQ0_P_010606_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
IDV_01_0110c_list,cwma_pre_vrevQ0_P_011010_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
IDV_15_0106c_list,cwma_pre_vrevQ0_P_010606_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
IDV_15_0110c_list,cwma_pre_vrevQ0_P_011010_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
agu_adder_bist_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
agu_adder_bist_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
agu_fppla_bist_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
agu_fppla_bist_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_c0_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_c0_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_c1_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_c1_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_AGU_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_AGU_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_DCU_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_DCU_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_dtlb_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_dtlb_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_fau_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_fau_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_macro_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_macro_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_mob_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_mob_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_noMSROM_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_noMSROM_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_pfp_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_pfp_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dc_nohw_simd_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dc_nohw_simd_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bist_dualcore_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bist_dualcore_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
bpu_array_bist_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
bpu_array_bist_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
dcu_bist_patch_mode0_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_0_f1_reg_0_x
dcu_bist_patch_mode1_0106c_list,cwma_pre_vrevQ0_P_010606_c_N_B2_619b_j_f_x_0_h_1_f1_reg_0_x
dicc_powervirus1_modea_0106c_list,cwma_pre_vrevQ0_P_010606_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus1_modea_0110c_list,cwma_pre_vrevQ0_P_011010_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus1_modea_0116c_list,cwma_pre_vrevQ0_P_011616_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus1_modea_0118c_list,cwma_pre_vrevQ0_P_011818_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus_modea_0106c_list,cwma_pre_vrevQ0_P_010606_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus_modea_0110c_list,cwma_pre_vrevQ0_P_011010_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus_modea_0116c_list,cwma_pre_vrevQ0_P_011616_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
dicc_powervirus_modea_0118c_list,cwma_pre_vrevQ0_P_011818_c_M_B2_619b_j_f_w_0_h_x_f1_reg_0_x
